date,headline,category,sentiment
2023-03-31,Tanzania requests for AGOA extension,Trade,Neutral
2023-03-30,Young bankers trained on digital applications,Banking,Neutral
2023-03-30,NMB sets aside 180m/- prizes through deposit mobilisation campaign,Banking,Positive
2023-03-29,Tanzania’s national debt increases to 71.31tri/-,Policy,Negative
2023-03-29,"What Harris visit means for investment, business",General,Neutral
2023-03-29,Farmers to get relief over destroyed crops,Agriculture,Neutral
2023-03-28,DSE witnesses remarkable weekly surge in stocks,Forex,Positive
2023-03-28,Youth tipped on skills in agro-business activities,Agriculture,Neutral
2023-03-28,Why Rufiji River Basin is critical for development,General,Neutral
2023-03-28,Volatility may reduce the wind on the sails of DSE’s bullish drift,Forex,Negative
2023-03-28,NALA to invest 2.3bn/- after getting license,Banking,Positive
2023-03-28,PAC commends investment in natural gas projects,Investment,Positive
2023-03-27,"TASAC equips seafarers, maritime professionals",General,Neutral
2023-03-27,PM optimistic banks will lower interest rates,Policy,Positive
2023-03-27,Tz-India trade in local currencies impresses business community,Trade,Neutral
2023-03-27,Kabwe Port lifts cross-border trade,Trade,Neutral
2023-03-27,Stanbic Bank to boost Tanzania-China trade volume,Investment,Neutral
2023-03-27,Airtel hailed for 2Africa submarine cable project,General,Neutral
2023-03-26,“Road a final piece of Karema port jigsaw puzzle”,Transport,Neutral
2023-03-25,Businesses implored  to use Karema Port,Transport,Neutral
2023-03-24,World Bank hails Tanzania for promoting private sector,Policy,Positive
2023-03-24,"Shilling calm despite demand, headwinds",Forex,Neutral
2023-03-24,TZ tourism earns extra international mileage,General,Neutral
2023-03-24,Academicians urge for establishment of leather tannery,Agriculture,Neutral
2023-03-24,Trading Motor Company launches latest semi-hybrid vehicle in Dar,General,Neutral
2023-03-23,CPB to recruit private cereals buyers in six regions,Agriculture,Neutral
2023-03-23,CEOs optimistic on GDP growth,General,Positive
2023-03-23,Govt reiterates commitment to improve business climate,Policy,Neutral
2023-03-22,"Basics on Tax Evasion, Tax Avoidance and Tax Planning",General,Neutral
2023-03-22,Report on value chain of Lake Tanganyika fisheries launched,Agriculture,Neutral
2023-03-22,Barrick pledges $30m to expand education infrastructure,Investment,Positive
2023-03-22,Kibirizi port sees record cargo boom,Trade,Positive
2023-03-21,ATCL set to acquire first cargo plane,Transport,Neutral
2023-03-21,China’s business community to land in Dar,Investment,Neutral
2023-03-21,Deepening financial inclusion through KCB Fursa Sukuk,Banking,Neutral
2023-03-21,"TZ, India trade volume notches using own currencies",Trade,Neutral
2023-03-21,KADCO invests 2.7bn/- for KIA car parking lot as tourists flow surge,Investment,Positive
2023-03-21,Stakeholders hail investments in gas subsector,Energy,Neutral
2023-03-21,Vodacom programme winners to empower small farmers,General,Neutral
2023-03-21,"India eyes more investments in Tanzania tech, engineering sectors",Investment,Neutral
2023-03-21,TIC registers massive investments in two years,Investment,Neutral
2023-03-21,Organic cotton farmers establish association,Agriculture,Neutral
2023-03-20,Friendly tax collection system pushes revenues up,General,Positive
2023-03-18,Why invest in Tanzania,General,Neutral
2023-03-18,Coast Region records increase in industries,Trade,Neutral
2023-03-18,DRC invests 1tri/- worth projects in TZ,Investment,Positive
2023-03-17,"Tanzania, India trade in local currencies",Trade,Neutral
2023-03-17,Insurance turnover projected to reach 1.5tri/-,Banking,Neutral
2023-03-17,Firms cast weight on clean energy usage campaign,Energy,Neutral
2023-03-16,AfDB pumps 374.9bn/- loan for Kakono power project,Investment,Positive
2023-03-15,"Sahara Group urges collaboration, investments to drive sustainable energy in Africa",Energy,Neutral
2023-03-15,NMB unveils low-cost education loans service,Banking,Neutral
2023-03-15,2023/24 BUDGET FRAMEWORK: Main areas of focus,Policy,Neutral
2023-03-14,‘Yetu Microfinance is yet to comply’,Banking,Negative
2023-03-14,Why electronic investment window crucial for economy,General,Neutral
2023-03-14,Next budget notches 44.3tri/-,Policy,Neutral
2023-03-14,"Imports of goods, services up by 40 per cent",Trade,Positive
2023-03-14,Investors await dividends announcement to make bold move,General,Neutral
2023-03-14,RC hails bank’s effort in stimulating economic growth,Banking,Positive
2023-03-14,SIDO embarks in schools’ entrepreneurship skills programme,Banking,Neutral
2023-03-13,PM: Don’t be afraid to borrow,Policy,Neutral
2023-03-13,Company hails new coffee auction system,Agriculture,Neutral
2023-03-11,Mwinyi eyes more investment in isles,Investment,Neutral
2023-03-10,Chinese bus manufacturer to launch workshop facility in Dar,Investment,Positive
2023-03-10,"Why TPA, MSCL collaboration worthwhile",General,Neutral
2023-03-10,TPSF salutes economic reforms,Policy,Neutral
2023-03-10,"Come one, come all, VP tells investors",Investment,Neutral
2023-03-09,Optimism high as Dar hosts TZ-China investment forum,Investment,Positive
2023-03-09,Huge cargo rise envisaged at Mwanza Port,Trade,Positive
2023-03-07,The stock market registered relatively low activities for the trading week ending March 3rd.,Forex,Neutral
2023-03-07,CRDB fresh policy supports smallholder farmers,Banking,Neutral
2023-03-07,Tanzanians urged to capitalise on global economic challenges,General,Neutral
2023-03-07,EAC appeals for SMEs development,Trade,Neutral
2023-03-07,Local firm ink 1bn/- deal as local content gains pace,Trade,Positive
2023-03-07,"WHY INVEST IN PEOPLE: Tanzania stresses on equitable, people-centered development",General,Neutral
2023-03-07,Tanzania’s Govt keeping tabs with LNG plant,Energy,Neutral
2023-03-07,Puma eyes 20pc market share in five years,Banking,Positive
2023-03-06,‘Sourcing dollars from TZ? No way’,Forex,Negative
2023-03-06,Exim launches programme to unlock potentials of women,General,Neutral
2023-03-06,Food vendors encouraged to use clean energy,Energy,Neutral
2023-03-06,BoT makes effective fiscal policies to build strong economy,Policy,Positive
2023-03-06,NBC products feature in African Business Women,Banking,Neutral
2023-03-04,How Mv Mwanza will reshape Lake Zone Economy,General,Neutral
2023-03-04,"Kenya Airways, Precision Air seek renewal of their JV",Trade,Neutral
2023-03-03,CRDB receives Best SME Bank award,Banking,Positive
2023-03-02,Coal exports hit $195.5m,Trade,Positive
2023-03-02,Shilling depreciates by 0.3pc in four years,Forex,Negative
2023-03-02,History made as mega ship docks at Tanga Port,Trade,Positive
2023-03-02,COMMERCIAL LOANS: Why agric takes lion share,Banking,Neutral
2023-03-01,Ministry devices plan to promote organic farming,Agriculture,Neutral
2023-03-01,"Tanzania, Swiss trade boost as STCC unveiled in Dar",Trade,Positive
2023-03-01,Tanzania nods to Elon Musk’s graphite deal,Investment,Positive
2023-03-01,Private sector credit shoots to 26tri/-,Banking,Positive
2023-03-01,Analysts forecast oversubscription for 25 years bond,Policy,Neutral
2023-03-01,Right policies key in bridging digital financial gap,General,Neutral
2023-03-01,Farmers to get 200 tractors through leasing,Agriculture,Neutral
2023-03-01,StanChart contributions to low carbon economy hailed,Banking,Positive
2023-03-01,What 1.3tri/- WB boost means,Policy,Neutral
2023-03-01,Producers urged to increase production to curb trade deficit,Trade,Neutral
2023-02-28,Value of goods exports up by 4 per cent,Trade,Positive
2023-02-28,DSE outshines its peers in EAC,General,Positive
2023-02-28,PM reveals major discovery in palm oil seeds,Agriculture,Neutral
2023-02-28,Right policies vital for impactful real estate industry,General,Neutral
2023-02-28,Z’bar eyes threefold rice production,Agriculture,Positive
2023-02-27,"PM orders RCs,  DCs to intensify  palm oil cultivation",Agriculture,Neutral
2023-02-27,AfDB boss affirms support to Zanzibar’s blue economy agenda,Trade,Neutral
2023-02-27,"Chaula tells local producers, exporters to use barcodes",Trade,Neutral
2023-02-27,NMB secures 572bn/- financing from EU lenders,Banking,Positive
2023-02-27,BoA pledges more support to SMEs,Banking,Positive
2023-02-27,Govt assures of boosting livestock sector contribution to GDP,Agriculture,Neutral
2023-02-25,"Tanzania, South Africa trade booms",Trade,Positive
2023-02-25,Govt eyes vibrant private sector,Investment,Positive
2023-02-25,"Women, blue economy get massive boost",General,Neutral
2023-02-24,TANZANIA-EU BUSINESS FORUM: Here are investment fortunes,Investment,Neutral
2023-02-24,EIB’s 1.3tri/- projects game changer in TZ,Investment,Positive
2023-02-24,Govt challenges builders to invest in low-cost house tech,General,Neutral
2023-02-24,Accelerate Africa gathers SMEs for AfCFTA,Trade,Neutral
2023-02-23,Mobile money transactions up as move to cashless economy gains tract,Banking,Positive
2023-02-23,Kagera Councils collect over 17bn/- revenue,General,Neutral
2023-02-23,Over 300 European business delegates take part in TZ-EU symposium,Investment,Neutral
2023-02-23,Pesapal tips hotel industry to adopt new tech,General,Neutral
2023-02-23,Williamson Mine to resume operation next June,Agriculture,Positive
2023-02-22,Zanzibaris implored to increase agricultural production,Agriculture,Neutral
2023-02-22,DSE stocks clutch bullish mode,General,Positive
2023-02-21,"Rice import permits beckon relief for  Christian, Muslim believers",Trade,Neutral
2023-02-21,New forex trading brokerage firm unveiled in Dar,Forex,Neutral
2023-02-21,How Tanga Port upgrading guarantees cargo safety,Transport,Positive
2023-02-21,Mwinyi: We’re improving investments in Zanzibar,Investment,Positive
2023-02-21,"Africa promises broader, deeper economic integration",General,Neutral
2023-02-21,"CRDB, Costech to support women start-ups",Banking,Neutral
2023-02-21,NIC pays 257m/- to farmers insured against drought,Agriculture,Neutral
2023-02-21,Govt plans to build cargo ship,General,Neutral
2023-02-21,‘Hold regular meetings with private sector stakeholders’,General,Neutral
2023-02-17,High hopes as Tanga Port attracts mega ships,Trade,Positive
2023-02-17,MV Magogoni to undergo  7.5bn/- massive upgrade,General,Neutral
2023-02-17,"Resolve jet fuel supply crisis, Mwinyi demands",Energy,Negative
2023-02-17,36TH AU ASSEMBLY:  Africa eyes to heighten trade,Trade,Neutral
2023-02-17,"Sumbawanga dishes out 137m/- loans to youths, women",Banking,Neutral
2023-02-17,Geita tackles high cooking oil deficit,Agriculture,Negative
2023-02-17,Govt remove duties to quell rice prices,Trade,Positive
2023-02-17,DHL throws weight behind vanilla e-commerce,Trade,Neutral
2023-02-17,‘Dar ready for AfCFTA market’,General,Neutral
2023-02-16,Same District embarks on sisal cultivation,Agriculture,Neutral
2023-02-15,"Align plans with govt, development partners urged",General,Neutral
2023-02-15,"Zanzibar, Sweden to collaborate in power generation",Energy,Neutral
2023-02-15,President Samia: Electrify all hamlets,Energy,Neutral
2023-02-15,DCB contribution to financial sector growth recognised,Banking,Positive
2023-02-15,TCDC meeting to discuss cooperative development,General,Neutral
2023-02-15,Rebounding external demand supports exports recovery,Trade,Positive
2023-02-14,Coffee to trade under AfCFTA market from July,Trade,Neutral
2023-02-14,WB: Dar’s debt distress moderate,Policy,Neutral
2023-02-14,T-bill yield climbs to three-year high,Policy,Negative
2023-02-14,Non-traditional goods push up exports value,Trade,Positive
2023-02-14,Stimulus policies drive up private sector credit-WB,General,Positive
2023-02-14,Stakeholders raise concerns over cashew inputs,Agriculture,Neutral
2023-02-14,"Engen, Vivo Energy merge to create Pan-African energy firm",Banking,Neutral
2023-02-11,Revenue collections hit 96pc,General,Positive
2023-02-11,Tanzania secures market for pigeon peas in India,Trade,Positive
2023-02-11,EU lifts ban on Tanzanian-grown bitter gourd fruit,Trade,Positive
2023-02-10,Major fish processing plant to stimulate blue economy,Agriculture,Positive
2023-02-10,"TSI crosses 4000 points, reflecting eco-growth",Forex,Positive
2023-02-09,"Tanzania, Japan to discuss on innovation role in country’s growth",Investment,Neutral
2023-02-09,KCU urges farmers to double coffee output,Agriculture,Neutral
2023-02-09,Special coal shipment port in offing,Energy,Neutral
2023-02-09,What fleets of busy trucks means to Mtwara Port’s growth,Transport,Positive
2023-02-08,Mtwara Port edges to mega trans-shipment hub,Transport,Positive
2023-02-08,Samia’s land rent exemption boosts revenue,General,Positive
2023-02-08,Prisons go for high farming tech to maximise output,Agriculture,Positive
2023-02-08,NMB boosts digital transactions through cashless payments campaign,Banking,Neutral
2023-02-08,Isles government says ban on banana imports to stay,Trade,Negative
2023-02-08,"CRDB, Denmark to bolster business relation",Banking,Neutral
2023-02-07,Reverse repos issuance imply resuming accommodative measures,Policy,Neutral
2023-02-07,Bond yields rise suggests economy firming up,Policy,Positive
2023-02-07,IFAD: EAC dairy sector underperforms,Agriculture,Negative
2023-02-07,Exim picks cashless payment campaign winners,Banking,Neutral
2023-02-06,Zanzibar secures market for neglect seaweed,Trade,Positive
2023-02-06,"NMB finances machingas, bodabodas study trip to Kigali",Banking,Neutral
2023-02-06,TBS calls for food vendors to get standards,General,Neutral
2023-02-05,Mwinyi bans food exports,Trade,Negative
2023-02-04,Govt earns 41.32bn/- from mineral markets,Policy,Positive
2023-02-04,TZ leads in non-aeronautical  revenue in EA Community,Trade,Positive
2023-02-04,Tanzania produces 13.6million raw skins annually,Agriculture,Neutral
2023-02-02,TPA accelerates strategic port projects,Trade,Neutral
2023-02-02,DCB profit grows 112 pc,Banking,Positive
2023-02-02,Zanzibar projects 6pc economic growth,Policy,Positive
2023-02-02,NHC profits slightly drops to 93bn/-,Banking,Negative
2023-02-02,Uchumi eyes expansion after profit jump,Investment,Positive
2023-02-01,EABC urges members to fast-track review of SMEs charter,General,Neutral
2023-02-01,Royal Tour pushes Uchumi profit nine times,Investment,Positive
2023-02-01,Mwinyi sees potential in horticulture industry,Agriculture,Neutral
2023-02-01,NMB launches ‘Umebima’ season three to boost insurance literacy,Banking,Neutral
2023-01-31,NBC profit accelerates by 36 per cent in 2022,Banking,Positive
2023-01-31,DSE yo-yos as investors wait for 2022 financials,General,Neutral
2023-01-31,Tanzania lures mega investors,Investment,Positive
2023-01-30,Katavi approves 26bn/- for 2023/24 budget,Policy,Neutral
2023-01-30,SBL reiterates support agric sector,Agriculture,Neutral
2023-01-30,CRDB trades way through Q4 to land historic profit,Banking,Positive
2023-01-30,Barrick Bulyanhulu inks partnership with Nyang’wale,Investment,Positive
2023-01-28,TFC embarks on subsidised fertiliser distribution,Agriculture,Neutral
2023-01-28,Dar envisions to become fuel trade hub,Energy,Neutral
2023-01-28,Tanzania-India trade volume to hit 14tri/-,Trade,Positive
2023-01-28,Joy as Darajani market reopens for business,General,Neutral
2023-01-27,EABC touts low air transport costs in EAC region,Trade,Neutral
2023-01-27,How govt propelled new banking industry profitability bar,Policy,Neutral
2023-01-27,"Boost for agriculture sector as AfDB commits 280bn/- for irrigation, logistics hubs",Agriculture,Positive
2023-01-27,AgResults eyes improved dairy productivity,Agriculture,Neutral
2023-01-27,Z’bar current account deficit widens,Policy,Negative
2023-01-27,Kilaini urges youth to exploit agriculture opportunities,General,Neutral
2023-01-27,NBC pledges more support to farmers,Banking,Neutral
2023-01-27,EFTA joins forces with key players in supporting Tanzanian farmers,General,Neutral
2023-01-26,NMB pledges more investment in tech to drive financial inclusion,Banking,Neutral
2023-01-26,Pesapal debuts automation solution for fuel retailers,Banking,Neutral
2023-01-26,Business people counselled on AfCFTA,Trade,Neutral
2023-01-26,TIC registers 20 projects worth 300bn/- in Lake Zone,General,Neutral
2023-01-26,"Manufacturers, importers of building materials told to abide by standards",Trade,Neutral
2023-01-25,#Tanzania pushes for continental trade surge,Trade,Neutral
2023-01-25,"Green bonds framework for issuance, regulation in offing",Policy,Neutral
2023-01-25,Kagera residents urged to invest in aquaculture,General,Neutral
2023-01-25,Tea firm properties auctioned for failure to remit employees contributions,Agriculture,Negative
2023-01-24,Bagamoyo sugar factory beef up country’s output,Agriculture,Neutral
2023-01-24,Chalamila pushes youth to engage in dairy farming,General,Neutral
2023-01-24,What 260bn/- fishing port means to Southern Circuit,General,Neutral
2023-01-24,"Tanzania, EU trade volume hits 3.265tri/-",Trade,Neutral
2023-01-24,NBC commits to support govt in mega projects,Policy,Neutral
2023-01-23,"Tanzania , EU to host maiden business forum",Investment,Positive
2023-01-23,SIDO equips business people with skills to boost efficiency,General,Neutral
2023-01-23,Digital banking key to promoting cashless economy,Banking,Neutral
2023-01-22,TFRA cautions framers against selling subsidized fertilizers,Agriculture,Neutral
2023-01-22,TZ reaps big from WEF,General,Neutral
2023-01-21,Mpango pushes for  grand agri projects,Investment,Neutral
2023-01-20,#India invests 8.6tri/-projects in #Tanzania,Investment,Positive
2023-01-20,How will SGR cut cost of living,Transport,Neutral
2023-01-20,CLIMATE CHANGE MITIGATION:  ‘Diversify energy sources’,Energy,Neutral
2023-01-20,‘Tz on right track to foster development’,General,Positive
2023-01-20,Sanlam awards insurance agents,Banking,Neutral
2023-01-19,WORLD ECONOMIC FORUM: Samia stresses agri-10/30 agenda,General,Neutral
2023-01-19,How subsidies  help keep inflation  rate at single digit,Policy,Neutral
2023-01-19,‘BoT is key stakeholder in blue economy agenda’,Policy,Neutral
2023-01-19,Katavi sets aside over  112000-acre land for  agriculture production,Agriculture,Neutral
2023-01-19,Equity digital system to easy loan accessibility,Banking,Neutral
2023-01-18,WORLD ECONOMIC FORUM:  Leaders address cost of living,General,Neutral
2023-01-18,Agriculture reforms:  Enroute to agenda 10/30,Agriculture,Neutral
2023-01-18,Business community urged to capitalise on opportunities outside Tanzania,General,Neutral
2023-01-18,Tanzania eyes to produce more coal in three regions,Agriculture,Positive
2023-01-17,PM warns against smuggling subsidised fertilisers,General,Negative
2023-01-17,Kagera farmers reap benefits from carbon farming,Agriculture,Positive
2023-01-16,China to buy Coffee from MoA registered traders,Trade,Neutral
2023-01-16,Investors to meet in Z’bar for sustainable investments agenda,Investment,Neutral
2023-01-16,WB forecasts GDP leap for Tanzania,Policy,Positive
2023-01-16,Isles replaces  ZRB with ZRA  to raise revenue  collection,Policy,Neutral
2023-01-16,Investors hail Tanzania friendly atmosphere,General,Positive
2023-01-16,Govt allocates 40bn/- for subsidised fertilisers in northern regions,Policy,Neutral
2023-01-16,IFM tips entrepreneurs to cultivate investment mindset,General,Neutral
2023-01-16,TCCIA to start issuing certificate of origin electronically,Trade,Neutral
2023-01-16,NMB MastaBata IV weekly winners reach 608,Banking,Neutral
2023-01-15,Capital market investment value increases by 8pc,General,Positive
2023-01-14,EAC intra-trade hits 23tri/-,Trade,Neutral
2023-01-14,Digital fertiliser subsidy receives mammoth support,General,Positive
2023-01-13,KCU urges youths to exploit agriculture opportunities,Agriculture,Neutral
2023-01-12,Minister  pledges friendly tax policies,Policy,Neutral
2023-01-11,Transporters raise concern over new tax,Transport,Negative
2023-01-10,Regional Council foresees EAC’s economic growth,General,Neutral
2023-01-10,"DSE activities fall, indices rise",General,Neutral
2023-01-10,Govt bans salt importation,Trade,Neutral
2023-01-10,Project empowers farmers on climate change resilience,Agriculture,Neutral
2023-01-09,"Ministry announces grant for youth, women in agriculture",Agriculture,Neutral
2023-01-09,State assures farmers of cross-border crops sale,Trade,Neutral
2023-01-09,"4,881 people compensated by Barrick North Mara",Banking,Neutral
2023-01-08,State in process to resume gemstone auctions,General,Neutral
2023-01-08,Kagera to establish three crops’ production camps under JKT,Agriculture,Neutral
2023-01-07,Five irrigation schemes to be constructed in Rukwa,Agriculture,Neutral
2023-01-06,NMB MastaBata promotion benefits more customers,Banking,Neutral
2023-01-06,Govt scouts investor for Mchuchuma coal mine,Investment,Neutral
2023-01-06,"‘Ban of timber exports, a boon to economy’",General,Positive
2023-01-06,New national strategy to boost organic agriculture looms,Agriculture,Neutral
2023-01-06,Local investor eyes ultramodern powder milk factory,Investment,Neutral
2023-01-06,Agriculture credit grows by 54 per cent,Agriculture,Neutral
2023-01-06,Bagamoyo Sugar Company performance impresses TCCIA,Agriculture,Positive
2023-01-05,Fuel prices maintain downward trend for six months,Energy,Positive
2023-01-05,Food prices maintain upward trend,Agriculture,Negative
2023-01-05,Embattled JATU Plc strives to regain stand,Banking,Negative
2023-01-04,Government bond market volatile in 2022,Policy,Neutral
2023-01-04,"Goods, services exports surge",Trade,Positive
2023-01-03,Why tax collection  hit record 2.77tri/-,Policy,Positive
2023-01-03,TPA issues directives on port charges payment,Trade,Neutral
2023-01-03,"BoT: Money supply, private sector credit growth satisfactory",Policy,Neutral
2023-01-03,CBT set to start registering cashew growers,Agriculture,Neutral
2023-01-03,Stakeholders urge collaborative focus to end inflation in 2023,General,Neutral
2023-01-03,DSE investors remain active in festive season,General,Neutral
2023-01-02,Project to enable TZ  export honey to China,General,Neutral
2023-01-02,Interest rates on loans fall slightly,Policy,Positive
2023-01-02,Grape farmers demand processing factory,Agriculture,Neutral
2023-01-02,"TPA, CRDB partner to boost port efficiency",Trade,Neutral
2023-01-01,Researcher calls for vegetable investment to increase farmers’ earnings,Agriculture,Neutral
2022-12-31,ZRB reforms boost revenue collections,Policy,Positive
2022-12-31,Tanzania poised for productivity boom,General,Positive
2022-12-31,Researcher pushes for vegetable farming,Agriculture,Neutral
2022-12-31,Cashew production up by 14pc,Agriculture,Positive
2022-12-30,Govt collects 12bn/- in land rent after exemption,Policy,Positive
2022-12-30,High number of poultry farmers lead to sharp price fall,Agriculture,Negative
2022-12-30,Private sector credit grows four times to 24tri/-,Policy,Positive
2022-12-30,Cashew production up by 14pc,Agriculture,Positive
2022-12-30,NMB customers reap big from digital payments campaign,Banking,Positive
2022-12-30,TCDC to introduce digital cotton scaling,Agriculture,Neutral
2022-12-29,Agriculture now most attractive sector to commercial lenders,Agriculture,Neutral
2022-12-29,Farmers ask govt to strengthen agroecology awareness,Agriculture,Neutral
2022-12-29,High import bill widens Zanzibar’s current account,Trade,Negative
2022-12-28,"Tanzania Bankers Association (TBA) appoints NBC Bank’s MD, Theobald Sabi, as the new Chairman.",Banking,Neutral
2022-12-28,NMB is 2022 DSE top performer,General,Positive
2022-12-28,"BoT implement cautious monetary policy to contain inflation, global challenges",Policy,Neutral
2022-12-28,"Goods, services imports up",Trade,Neutral
2022-12-27,Govt eyes more investment in housing sector through PPP,Investment,Neutral
2022-12-27,Market digests Treasury bond yields direction,General,Neutral
2022-12-27,Manufacturers push exports up by 23 per cent,Trade,Positive
2022-12-26,DSE out of Santa Claus rally,General,Negative
2022-12-26,Meat price skyrocket at Christmas,Agriculture,Negative
2022-12-23,Envoy introduces Tanzanian wine into Chinese market,Trade,Neutral
2022-12-23,"Widen scope of empowering entrepreneurs, govt directs OSHA",General,Neutral
2022-12-23,Barrick’s Bulyanhulu achieves 5th certification under ICMI,Investment,Neutral
2022-12-22,"Lands ministry, NMB forge deal in tax collection",Banking,Neutral
2022-12-22,"Meat factory to provide 1,500 jobs",Investment,Positive
2022-12-22,Car assembling factory urged to compete regionally,Trade,Neutral
2022-12-22,DTBi commits support to innovation sector,General,Neutral
2022-12-22,NHC told to earmark areas to attract PPP investment,Policy,Neutral
2022-12-22,Exim rewards winners in campaign to promote cashless payment,Banking,Neutral
2022-12-22,Halotel to boost use of mobile money services in new campaign,Banking,Neutral
2022-12-21,"Over 2,000 vehicles are offloaded at Dar port daily – official",Trade,Neutral
2022-12-21,Why after over-subscription Twiga bond trades on the DSE,General,Neutral
2022-12-21,Uvinza – Gitega SGR secures financier,Transport,Neutral
2022-12-21,Current account deficit widens on global challenges,Policy,Negative
2022-12-21,"Tighter policy pushes up bonds yields, lower prices",Policy,Negative
2022-12-20,DSE weekly turnover increases by 20 per cent,General,Neutral
2022-12-20,NMB promotes shared community values via CSR,Banking,Neutral
2022-12-20,Investing in youth  key to development,General,Neutral
2022-12-20,"Tanzania, Netherlands to boost potato production",Agriculture,Neutral
2022-12-20,TARI-Naliendele encourages farmers to grow Sesame,Agriculture,Neutral
2022-12-17,Govt streamlines carbon trade,General,Neutral
2022-12-16,Majaliwa assures fertiliser availability,Agriculture,Neutral
2022-12-16,TARI Maruku releases nine improved cassava varieties,Agriculture,Positive
2022-12-16,"CRDB, IFC agree on six cooperation areas",Banking,Neutral
2022-12-16,"Puma takes solar to industrial, commercial customers",Energy,Neutral
2022-12-16,"Cashless economy campaign, NMB hands over awards",Banking,Neutral
2022-12-16,"ZNZ e-payment system for improvement, says Minister",General,Neutral
2022-12-15,BoT suspension denies Yetu Microfinance 4bn/- deal,Policy,Negative
2022-12-15,Light on the horizon for TZ fisheries sector,Agriculture,Neutral
2022-12-15,Lifezone Metals listing to expose Tanzanian nickel to global markets,Investment,Positive
2022-12-15,NMB launches digital account opening to boost inclusion,Banking,Neutral
2022-12-15,NBC Twiga bond oversubscribe by 30 per cent,Banking,Neutral
2022-12-14,Sharp meat rise to tighten consumers’ belt in festive season,General,Negative
2022-12-14,New modern abattoir launched in Mvomero,Agriculture,Neutral
2022-12-14,Investors’ money floods treasury bonds,Policy,Neutral
2022-12-14,Private sector credit rises to over 23 per cent,Policy,Positive
2022-12-13,Reflections on annual  pulses market outlook,General,Neutral
2022-12-13,Govt bold measures boost agriculture financing,Policy,Positive
2022-12-13,DSE weekly turnover registers slight improvement,General,Neutral
2022-12-13,BoT takes charge as Yetu goes under,Policy,Negative
2022-12-13,Local investors told to seize opportunities in economic zones,Investment,Neutral
2022-12-13,Tanzania eyes more investment  through SDGs Investor Maps,Investment,Neutral
2022-12-13,NMB’s digital campaign spearheads cashless society,Banking,Neutral
2022-12-13,Private sector told to grab opportunities in SGR operations,Transport,Neutral
2022-12-12,DSE activities fall as festive season draws near,General,Neutral
2022-12-12,Manufacturers counselled on good business environment,General,Neutral
2022-12-12,NMB trainee programme nurtures more bankers,Banking,Neutral
2022-12-12,Entrepreneurs told to embrace goods certification,General,Neutral
2022-12-11,"Embrace quality to compete with imported products, industrialists told",General,Neutral
2022-12-11,New markets usher in new era for Dar traders,Trade,Neutral
2022-12-09,Reforms in agriculture sector spur economic growth,Agriculture,Positive
2022-12-09,Mortgage loans grow by 7 per cent,Banking,Neutral
2022-12-09,TPSF throws weight behind business promotion,General,Neutral
2022-12-08,What CRDB’s Al Barakah year anniversary means,Banking,Neutral
2022-12-08,Absa: Tanzania’s financial sector can perform better,Policy,Neutral
2022-12-08,JICA to begin programme on promoting innovation,Investment,Neutral
2022-12-08,TPSF launches zonal forums to promote business,General,Neutral
2022-12-07,PS counsels entrepreneurs on ICT use,General,Neutral
2022-12-07,SGR progress delights CCM chairpersons,Transport,Neutral
2022-12-07,"Oman business farm, Zanzibar chamber ink agreement to share experience",Trade,Neutral
2022-12-07,TTCL launches insurance product,Banking,Neutral
2022-12-06,What do rising lending rates mean for business?,Policy,Negative
2022-12-06,"Inflation, the always unwelcome news",General,Negative
2022-12-06,Power rationing cuts TCCL quarterly revenue,Energy,Negative
2022-12-06,DSE turnover rises by 114 per cent in November,Forex,Positive
2022-12-06,Why Dar port needs strategic  investment to boost efficiency,Transport,Neutral
2022-12-06,"DSE resists inflation, interest rates odds",Forex,Positive
2022-12-06,AMDT supports women in agribusiness,Agriculture,Neutral
2022-12-06,Govt to amend PPP act to boost investment,Investment,Neutral
2022-12-06,CRDB reiterates support to nurture finance experts,Banking,Neutral
2022-12-05,Investing in soil health as a foundation for smallholder resilience,Agriculture,Neutral
2022-12-05,Plans underway to benefit from lucrative regional rice market,Agriculture,Neutral
2022-12-05,PPP spearheads economic recovery,General,Neutral
2022-12-04,Coal handling goes next level at Mtwara Port,Transport,Neutral
2022-12-04,"Z’bar trade forum enhances business, partnership deals",Trade,Neutral
2022-12-03,SINO TAN industrial park attracts investors,Investment,Neutral
2022-12-02,Samia: Accord maximum cooperation to LNG investor,Investment,Neutral
2022-12-02,Mkinga out to curb post-harvest losses,Agriculture,Neutral
2022-12-02,Quality to push Dar honey market globally,General,Positive
2022-12-02,PSSSF scoops NBAA award on good financial records,Banking,Neutral
2022-12-02,Govt assures Indian investors of good return,Investment,Neutral
2022-12-01,FSDT forms alliance to boost small businesses,General,Neutral
2022-12-01,BoT to lessen accommodative monetary policy in December,Policy,Negative
2022-11-30,Tanzania set to exploit UK’s new trade scheme,Trade,Neutral
2022-11-30,"Bad roads cost Mvomero farmers 30,000 tonnes of veg annually",Agriculture,Negative
2022-11-30,TBS counsel auto parts importers abide to standards,General,Neutral
2022-11-30,CRDB sponsors Tanzania Roadshows in Europe,Banking,Neutral
2022-11-29,Does higher bank capital  desires spur or cutback  economic growth trajectory,General,Neutral
2022-11-29,Correlation between spending and saving,General,Neutral
2022-11-29,Builders cheer as round bar price drop,General,Positive
